#      PDOS
2.8516454e+01  6.1292500e-01  
3.0252961e+01  nan            
3.1989468e+01  nan            
3.3725975e+01  5.9853333e-01  
3.5462482e+01  nan            
3.7198990e+01  nan            
3.8935497e+01  3.5575000e-01  
4.0672004e+01  nan            
4.2408511e+01  4.5261250e-01  
4.4145018e+01  5.2143333e-01  
4.5881526e+01  nan            
4.7618033e+01  nan            
4.9354540e+01  nan            
5.1091047e+01  nan            
5.2827554e+01  nan            
5.4564062e+01  5.4158333e-01  
5.6300569e+01  nan            
5.8037076e+01  nan            
5.9773583e+01  5.3662917e-01  
6.1510090e+01  3.8773750e-01  
6.3246598e+01  4.8963214e-01  
6.4983105e+01  nan            
6.6719612e+01  nan            
6.8456119e+01  4.3739583e-01  
7.0192626e+01  nan            
7.1929134e+01  nan            
7.3665641e+01  nan            
7.5402148e+01  nan            
7.7138655e+01  3.8002500e-01  
7.8875162e+01  4.3765714e-01  
8.0611670e+01  4.6066591e-01  
8.2348177e+01  5.0770000e-01  
8.4084684e+01  3.9149375e-01  
8.5821191e+01  3.9194194e-01  
8.7557698e+01  3.3330000e-01  
8.9294206e+01  nan            
9.1030713e+01  4.2015000e-01  
9.2767220e+01  3.8521786e-01  
9.4503727e+01  4.3318667e-01  
9.6240234e+01  3.7788235e-01  
9.7976742e+01  3.4567083e-01  
9.9713249e+01  2.9561000e-01  
1.0144976e+02  3.5374167e-01  
1.0318626e+02  2.9205400e-01  
1.0492277e+02  3.7440938e-01  
1.0665928e+02  3.7635568e-01  
1.0839578e+02  4.2751667e-01  
1.1013229e+02  3.8459079e-01  
1.1186880e+02  3.3008667e-01  
1.1360531e+02  3.2711429e-01  
1.1534181e+02  4.1180000e-01  
1.1707832e+02  3.3130833e-01  
1.1881483e+02  3.0064000e-01  
1.2055134e+02  3.5573426e-01  
1.2228784e+02  4.3953333e-01  
1.2402435e+02  3.0348261e-01  
1.2576086e+02  3.6959643e-01  
1.2749736e+02  3.4079074e-01  
1.2923387e+02  3.1342794e-01  
1.3097038e+02  4.0515761e-01  
1.3270689e+02  3.3039167e-01  
1.3444339e+02  3.1477568e-01  
1.3617990e+02  2.6705385e-01  
1.3791641e+02  2.8816111e-01  
1.3965291e+02  3.5339907e-01  
1.4138942e+02  3.0989703e-01  
1.4312593e+02  3.3595926e-01  
1.4486244e+02  4.2120442e-01  
1.4659894e+02  4.0208448e-01  
1.4833545e+02  2.9959674e-01  
1.5007196e+02  3.7204355e-01  
1.5180846e+02  3.9199828e-01  
1.5354497e+02  4.3767317e-01  
1.5528148e+02  3.5722885e-01  
1.5701799e+02  4.0380000e-01  
1.5875449e+02  4.0499872e-01  
1.6049100e+02  3.3043300e-01  
1.6222751e+02  3.1636786e-01  
1.6396402e+02  4.2592368e-01  
1.6570052e+02  3.5421500e-01  
1.6743703e+02  4.3946129e-01  
1.6917354e+02  4.8047500e-01  
1.7091004e+02  4.6546786e-01  
1.7264655e+02  5.2223226e-01  
1.7438306e+02  5.2233529e-01  
1.7611957e+02  5.4666250e-01  
1.7785607e+02  nan            
1.7959258e+02  5.3691250e-01  
1.8132909e+02  4.7878333e-01  
1.8306559e+02  5.2001923e-01  
1.8480210e+02  5.1937333e-01  
1.8653861e+02  4.7724722e-01  
1.8827512e+02  6.1766875e-01  
1.9001162e+02  5.5710833e-01  
1.9174813e+02  nan            
1.9348464e+02  6.6138333e-01  
1.9522114e+02  5.2346029e-01  
1.9695765e+02  4.9510000e-01  
1.9869416e+02  5.2152917e-01  
2.0043067e+02  4.9852683e-01  
2.0216717e+02  4.5908889e-01  
2.0390368e+02  4.5978621e-01  
2.0564019e+02  3.1362500e-01  
2.0737670e+02  4.3661333e-01  
2.0911320e+02  6.3991000e-01  
2.1084971e+02  4.7386136e-01  
2.1258622e+02  5.4640000e-01  
2.1432272e+02  3.9325217e-01  
2.1605923e+02  4.7200313e-01  
2.1779574e+02  4.6227308e-01  
2.1953225e+02  5.6188611e-01  
2.2126875e+02  4.6426667e-01  
2.2300526e+02  4.8913871e-01  
2.2474177e+02  4.3251000e-01  
2.2647827e+02  4.8190476e-01  
2.2821478e+02  6.1407143e-01  
2.2995129e+02  5.1781818e-01  
2.3168780e+02  4.9483750e-01  
2.3342430e+02  4.9691250e-01  
2.3516081e+02  4.5532727e-01  
2.3689732e+02  4.9580455e-01  
2.3863382e+02  4.7772083e-01  
2.4037033e+02  5.3745962e-01  
2.4210684e+02  5.4680357e-01  
2.4384335e+02  5.5216250e-01  
2.4557985e+02  nan            
2.4731636e+02  4.4176897e-01  
2.4905287e+02  4.4905625e-01  
2.5078938e+02  4.3386875e-01  
2.5252588e+02  5.6666842e-01  
2.5426239e+02  4.9248750e-01  
2.5599890e+02  5.3698269e-01  
2.5773540e+02  5.9318333e-01  
2.5947191e+02  5.5990833e-01  
2.6120842e+02  4.7485109e-01  
2.6294493e+02  4.8877500e-01  
2.6468143e+02  4.2791667e-01  
2.6641794e+02  5.0714000e-01  
2.6815445e+02  4.5927857e-01  
2.6989095e+02  4.4393906e-01  
2.7162746e+02  5.0427593e-01  
2.7336397e+02  5.0532500e-01  
2.7510048e+02  4.6553000e-01  
2.7683698e+02  4.6603077e-01  
2.7857349e+02  4.1528462e-01  
2.8031000e+02  4.5425263e-01  
2.8204650e+02  4.4398889e-01  
2.8378301e+02  4.3013750e-01  
2.8551952e+02  4.6607500e-01  
2.8725603e+02  4.6040000e-01  
2.8899253e+02  4.3986250e-01  
2.9072904e+02  5.5210000e-01  
2.9246555e+02  4.7947500e-01  
2.9420206e+02  5.4940000e-01  
2.9593856e+02  6.2880000e-01  
2.9767507e+02  nan            
2.9941158e+02  nan            
3.0114808e+02  nan            
3.0288459e+02  nan            
3.0462110e+02  nan            
3.0635761e+02  nan            
3.0809411e+02  nan            
3.0983062e+02  nan            
3.1156713e+02  nan            
3.1330363e+02  nan            
3.1504014e+02  nan            
3.1677665e+02  nan            
3.1851316e+02  nan            
3.2024966e+02  5.0000000e-01  
3.2198617e+02  nan            
3.2372268e+02  4.4450000e-01  
3.2545918e+02  3.3233333e-01  
3.2719569e+02  3.0276250e-01  
3.2893220e+02  2.2817500e-01  
3.3066871e+02  4.3810833e-01  
3.3240521e+02  3.9840750e-01  
3.3414172e+02  3.7442024e-01  
3.3587823e+02  3.3436282e-01  
3.3761474e+02  3.2869688e-01  
3.3935124e+02  3.9920000e-01  
3.4108775e+02  3.3228118e-01  
3.4282426e+02  3.9417273e-01  
3.4456076e+02  3.1831053e-01  
3.4629727e+02  3.9263676e-01  
3.4803378e+02  4.0429464e-01  
3.4977029e+02  4.2280526e-01  
3.5150679e+02  3.1133333e-01  
3.5324330e+02  3.6204667e-01  
3.5497981e+02  4.1546071e-01  
3.5671631e+02  4.0000714e-01  
3.5845282e+02  4.0723684e-01  
3.6018933e+02  3.6562597e-01  
3.6192584e+02  4.0120625e-01  
3.6366234e+02  4.1852692e-01  
3.6539885e+02  3.9840000e-01  
3.6713536e+02  3.8206500e-01  
3.6887186e+02  3.4980690e-01  
3.7060837e+02  3.8780000e-01  
3.7234488e+02  4.3098077e-01  
3.7408139e+02  4.0258571e-01  
3.7581789e+02  3.8998235e-01  
